Make,Model,Cylinder,Trans as listed in FE Guide (derived from col AA thru AF),CityMPG,HighwayMPG,CombinedMPG,Air Aspir Method,Air Aspiration Method Desc,Transmission,Drive,Drive Desc,Fuel,Fuel Usage Desc - Conventional Fuel,Cost,EPA Calculated Annual Fuel Cost - Conventional Fuel -----  Annual fuel cost error. Please revise Verify. ,Carline Class,Carline Class Desc,Release Date,CityCO2,HighwayCO2,CombinedCO2
Maserati,QUATTROPORTE GTS,8,Auto(A8),13,22,16,TC,Turbocharged,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3550,3550,6,Large Cars,6/20/2014,665,405,548
Maserati,QUATTROPORTE SQ4 V6,6,Auto(A8),15,24,18,TC,Turbocharged,Automatic,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,3150,6,Large Cars,6/20/2014,595,368,493
Mazda,MX-5,4,Auto(S6),21,28,23,NA,Naturally Aspirated,Semi-Automatic,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,4/25/2014,423,316,375
Mazda,MX-5,4,Manual(M5),22,28,25,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,1,Two Seaters,4/25/2014,390,315,356
Mazda,MX-5,4,Manual(M6),21,28,24,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,4/25/2014,411,314,368
Mazda,MAZDA 6,4,Auto(S6),26,38,30,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,5,Midsize Cars,1/2/2014,340,236,293
Mazda,MAZDA 6,4,Auto(S6),28,40,32,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1650,1650,5,Midsize Cars,1/2/2014,318,223,275
Mazda,MAZDA 6,4,Manual(M6),25,37,29,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,5,Midsize Cars,1/2/2014,355,242,304
Mazda,CX-5 2WD,4,Auto(S6),26,32,29,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,30,Small SUV 2WD,1/2/2014,335,274,307
Mazda,CX-5 2WD,4,Manual(M6),26,35,29,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1800,1800,30,Small SUV 2WD,1/2/2014,339,256,302
Mazda,CX-5 2WD,4,Auto(S6),25,32,27,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1950,1950,30,Small SUV 2WD,1/2/2014,360,280,324
Mazda,CX-5 4WD,4,Auto(S6),25,31,28,NA,Naturally Aspirated,Semi-Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),1900,1900,31,Small SUV 4WD,1/2/2014,349,287,321
Mazda,CX-5 4WD,4,Auto(S6),24,30,26,NA,Naturally Aspirated,Semi-Automatic,4,4-Wheel Drive,G,Gasoline (Regular Unleaded Recommended),2000,2000,31,Small SUV 4WD,1/2/2014,372,297,338
Mercedes-Benz,SLS AMG GT Coupe,8,Auto(AM7),13,19,15,NA,Naturally Aspirated,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,1,Two Seaters,4/22/2014,688,475,592
Mercedes-Benz,SLS AMG GT Roadster,8,Auto(AM7),13,19,15,NA,Naturally Aspirated,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,1,Two Seaters,4/22/2014,688,475,592
Mercedes-Benz,Smart fortwo (Convertible),3,Auto(AM5),34,38,36,NA,Naturally Aspirated,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,1600,1,Two Seaters,6/3/2014,256,228,244
Mercedes-Benz,Smart fortwo (COUPE),3,Auto(AM5),34,38,36,NA,Naturally Aspirated,Automated Manual,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),1600,1600,1,Two Seaters,6/3/2014,256,228,244
Mercedes-Benz,S 550,8,Auto(A7),17,26,20,TC,Turbocharged,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2850,2850,6,Large Cars,4/28/2014,528,341,444
Mercedes-Benz,S 550 4MATIC,8,Auto(A7),16,26,19,TC,Turbocharged,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,6,Large Cars,4/28/2014,557,346,462
Mercedes-Benz,S 600,12,Auto(A7),12,21,15,TC,Turbocharged,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,6,Large Cars,5/27/2014,712,419,580
Mercedes-Benz,S 63 AMG 4MATIC,8,Auto(A7),15,23,18,TC,Turbocharged,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3150,3150,6,Large Cars,4/28/2014,593,383,499
Mercedes-Benz,S 65 AMG,12,Auto(A7),13,20,15,TC,Turbocharged,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),3800,3800,6,Large Cars,5/27/2014,694,443,581
Mercedes-Benz,GLK 350,6,Auto(A7),19,26,22,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2600,2600,30,Small SUV 2WD,6/6/2014,468,345,413
Mercedes-Benz,GLK 350,6,Auto(A7),19,25,21,NA,Naturally Aspirated,Automatic,R,"2-Wheel Drive, Rear",GPR,Gasoline (Premium Unleaded Required),2700,2700,30,Small SUV 2WD,6/16/2014,474,350,418
Mercedes-Benz,GLK 350 4MATIC,6,Auto(A7),18,24,20,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2850,2850,31,Small SUV 4WD,6/6/2014,492,386,444
Mercedes-Benz,GLK 350 4MATIC,6,Auto(A7),18,25,21,NA,Naturally Aspirated,Automatic,4,4-Wheel Drive,GPR,Gasoline (Premium Unleaded Required),2700,2700,31,Small SUV 4WD,7/1/2014,488,360,430
Mini,Mini Cooper Coupe,4,Auto(S6),28,36,31,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1850,1850,1,Two Seaters,3/27/2014,321,246,287
Mini,Mini Cooper Coupe,4,Manual(M6),29,37,32,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1800,1800,1,Two Seaters,3/27/2014,303,241,275
Mini,Mini Cooper Roadster,4,Auto(S6),26,34,29,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,3/27/2014,335,257,300
Mini,Mini Cooper Roadster,4,Manual(M6),27,34,30,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,1,Two Seaters,3/27/2014,327,264,298
Mini,Mini Cooper S Coupe,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,3/27/2014,352,264,312
Mini,Mini Cooper S Coupe,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,3/28/2014,340,255,302
Mini,Mini Cooper S Roadster,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,3/27/2014,352,264,312
Mini,Mini Cooper S Roadster,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,3/28/2014,340,255,302
Mini,Mini John Cooper Works Coupe,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,3/27/2014,352,264,312
Mini,Mini John Cooper Works Coupe,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,3/28/2014,340,255,302
Mini,Mini John Cooper Works Roadster,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,1,Two Seaters,3/27/2014,352,264,312
Mini,Mini John Cooper Works Roadster,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,1,Two Seaters,3/28/2014,340,255,302
Mini,Mini Cooper Convertible,4,Auto(S6),26,34,29,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,3/27/2014,335,257,300
Mini,Mini Cooper Convertible,4,Manual(M6),27,34,30,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,2,Minicompact Cars,3/27/2014,327,264,298
Mini,Mini Cooper S Convertible,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,2,Minicompact Cars,3/27/2014,352,264,312
Mini,Mini Cooper S Convertible,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,3/28/2014,340,255,302
Mini,Mini John Cooper Works Conv.,4,Auto(S6),25,34,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,2,Minicompact Cars,3/27/2014,352,264,312
Mini,Mini John Cooper Works Conv.,4,Manual(M6),26,35,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,2,Minicompact Cars,3/28/2014,340,255,302
Mini,Mini Cooper Countryman,4,Auto(S6),25,30,27,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/27/2014,355,296,328
Mini,Mini Cooper Countryman,4,Manual(M6),27,34,30,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,4,Compact Cars,3/27/2014,327,264,298
Mini,Mini Cooper Paceman,4,Auto(S6),25,30,27,NA,Naturally Aspirated,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/27/2014,355,296,328
Mini,Mini Cooper Paceman,4,Manual(M6),27,34,30,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1900,1900,4,Compact Cars,3/27/2014,327,264,298
Mini,Mini Cooper S Countryman,4,Auto(S6),25,32,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,3/27/2014,352,275,318
Mini,Mini Cooper S Countryman,4,Manual(M6),26,32,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,4,Compact Cars,3/28/2014,337,275,309
Mini,Mini Cooper S Countryman All4,4,Auto(S6),23,30,26,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,3/27/2014,380,292,340
Mini,Mini Cooper S Countryman All4,4,Manual(M6),25,31,27,TC,Turbocharged,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/28/2014,353,287,323
Mini,Mini Cooper S Paceman,4,Auto(S6),25,32,28,TC,Turbocharged,Semi-Automatic,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),2050,2050,4,Compact Cars,3/27/2014,352,275,318
Mini,Mini Cooper S Paceman,4,Manual(M6),26,32,29,TC,Turbocharged,Manual,F,"2-Wheel Drive, Front",GP,Gasoline (Premium Unleaded Recommended),1950,1950,4,Compact Cars,3/28/2014,337,275,309
Mini,Mini Cooper S Paceman ALL4,4,Auto(S6),23,30,26,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,3/27/2014,380,292,340
Mini,Mini Cooper S Paceman ALL4,4,Manual(M6),25,31,27,TC,Turbocharged,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/28/2014,353,287,323
Mini,Mini JCW Countryman ALL4,4,Auto(S6),23,30,26,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,3/27/2014,380,292,340
Mini,Mini JCW Countryman ALL4,4,Manual(M6),25,31,27,TC,Turbocharged,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/28/2014,353,287,323
Mini,Mini JCW Paceman ALL4,4,Auto(S6),23,30,26,TC,Turbocharged,Semi-Automatic,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2200,2200,4,Compact Cars,3/27/2014,380,292,340
Mini,Mini JCW Paceman ALL4,4,Manual(M6),25,31,27,TC,Turbocharged,Manual,A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2100,2100,4,Compact Cars,3/28/2014,353,287,323
Mitsubishi,MIRAGE,3,Auto(AV),37,44,40,NA,Naturally Aspirated,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1300,1300,4,Compact Cars,6/1/2014,241,199,222
Mitsubishi,MIRAGE,3,Manual(M5),34,42,37,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1400,1400,4,Compact Cars,6/1/2014,262,208,238
Mitsubishi,OUTLANDER SPORT 2WD,4,Manual(M5),24,30,26,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,30,Small SUV 2WD,7/1/2014,373,298,339
Mitsubishi,OUTLANDER 4WD,6,Auto(S6),20,28,23,NA,Naturally Aspirated,Semi-Automatic,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,31,Small SUV 4WD,7/1/2014,433,318,381
Nissan,GT-R,6,Auto(AM6),16,23,19,TC,Turbocharged,Automated Manual,A,All Wheel Drive,GPR,Gasoline (Premium Unleaded Required),3000,3000,3,Subcompact Cars,1/3/2014,536,394,472
Nissan,VERSA,4,Auto(A4),26,35,30,NA,Naturally Aspirated,Automatic,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,4/22/2014,341,254,297
Nissan,VERSA,4,Auto(AV),31,40,35,NA,Naturally Aspirated,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1500,1500,4,Compact Cars,4/22/2014,282,223,255
Nissan,VERSA,4,Manual(M5),27,36,30,NA,Naturally Aspirated,Manual,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1750,1750,4,Compact Cars,4/22/2014,328,247,296
Nissan,ALTIMA,4,Auto(AV),27,38,31,NA,Naturally Aspirated,Continuously Variable,F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),1700,1700,5,Midsize Cars,6/4/2014,328,232,284
Nissan,ALTIMA,6,Auto(AV-S7),22,32,26,NA,Naturally Aspirated,Selectable Continuously Variable (e.g. CVT with paddles),F,"2-Wheel Drive, Front",G,Gasoline (Regular Unleaded Recommended),2000,2000,5,Midsize Cars,6/4/2014,405,279,343
Porsche,911 GT3,6,Auto(AM-S7),15,20,17,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),3350,3350,1,Two Seaters,6/23/2014,606,434,529
Porsche,Boxster,6,Auto(AM-S7),22,32,26,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2200,2200,1,Two Seaters,6/23/2014,406,279,349
Porsche,Boxster,6,Manual(M6),20,30,24,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,6/23/2014,434,301,374
Porsche,Boxster GTS,6,Auto(AM-S7),22,31,25,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,1,Two Seaters,6/23/2014,412,289,357
Porsche,Boxster GTS,6,Manual(M6),19,26,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,1,Two Seaters,6/23/2014,458,334,402
Porsche,Boxster S,6,Auto(AM-S7),21,30,24,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,6/23/2014,428,298,370
Porsche,Boxster S,6,Manual(M6),20,28,23,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,6/23/2014,453,324,395
Porsche,Cayman,6,Auto(AM-S7),22,32,26,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2200,2200,1,Two Seaters,6/23/2014,406,279,349
Porsche,Cayman,6,Manual(M6),20,30,24,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,6/23/2014,434,301,374
Porsche,Cayman GTS,6,Auto(AM-S7),22,31,25,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2300,2300,1,Two Seaters,6/23/2014,412,289,357
Porsche,Cayman GTS,6,Manual(M6),19,26,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,1,Two Seaters,6/23/2014,458,334,402
Porsche,Cayman S,6,Auto(AM-S7),21,30,24,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2400,2400,1,Two Seaters,6/23/2014,428,298,370
Porsche,Cayman S,6,Manual(M6),20,28,23,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,1,Two Seaters,6/23/2014,453,324,395
Porsche,911 Carrera,6,Auto(AM-S7),20,28,23,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,2,Minicompact Cars,6/23/2014,441,315,384
Porsche,911 Carrera,6,Manual(M7),19,27,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,473,326,407
Porsche,911 Carrera 4,6,Auto(AM-S7),20,28,23,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2500,2500,2,Minicompact Cars,6/23/2014,440,322,387
Porsche,911 Carrera 4,6,Manual(M7),19,27,22,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,466,329,404
Porsche,911 Carrera 4 Cabriolet,6,Auto(AM-S7),20,27,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,449,331,396
Porsche,911 Carrera 4 Cabriolet,6,Manual(M7),19,26,22,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,473,340,413
Porsche,911 Carrera 4S,6,Auto(AM-S7),19,26,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,462,338,406
Porsche,911 Carrera 4S,6,Manual(M7),18,26,21,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,2,Minicompact Cars,6/23/2014,482,336,416
Porsche,911 Carrera 4S Cabriolet,6,Manual(M7),18,26,21,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,2,Minicompact Cars,6/23/2014,487,344,423
Porsche,911 Carrera Cabriolet,6,Auto(AM-S7),21,28,23,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2500,2500,2,Minicompact Cars,6/23/2014,433,315,380
Porsche,911 Carrera Cabriolet,6,Manual(M7),19,27,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,465,328,404
Porsche,911 Carrera S,6,Auto(AM-S7),19,27,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,455,328,398
Porsche,911 Carrera S,6,Manual(M7),19,27,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,469,328,406
Porsche,911 Carrera S Cabriolet,6,Auto(AM-S7),19,27,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,468,328,405
Porsche,911 Carrera S Cabriolet,6,Manual(M7),19,27,22,NA,Naturally Aspirated,Manual,R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,472,335,410
Porsche,911 Targa 4,6,Auto(AM-S7),19,26,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2600,2600,2,Minicompact Cars,6/23/2014,464,337,407
Porsche,911 Targa 4,6,Manual(M7),18,26,21,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,2,Minicompact Cars,6/23/2014,485,341,420
Porsche,911 Targa 4S,6,Auto(AM-S7),18,25,21,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,2,Minicompact Cars,6/23/2014,483,350,423
Porsche,911 Targa 4S,6,Manual(M7),18,26,21,NA,Naturally Aspirated,Manual,4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,2,Minicompact Cars,6/23/2014,496,349,430
Porsche,911 Turbo,6,Auto(AM-S7),17,24,20,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2850,2850,2,Minicompact Cars,6/23/2014,518,363,448
Porsche,911 Turbo S,6,Auto(AM-S7),17,24,20,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),4,4-Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2850,2850,2,Minicompact Cars,6/23/2014,518,363,448
Porsche,Panamera,6,Auto(AM-S7),18,28,22,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2600,2600,6,Large Cars,6/16/2014,487,319,411
Porsche,Panamera 4,6,Auto(AM-S7),18,27,21,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,6/16/2014,494,331,421
Porsche,Panamera 4S,6,Auto(AM-S7),17,27,21,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,6/16/2014,508,333,429
Porsche,Panamera 4S Executive,6,Auto(AM-S7),17,26,20,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),2850,2850,6,Large Cars,6/16/2014,517,336,436
Porsche,Panamera GTS,8,Auto(AM-S7),16,24,19,NA,Naturally Aspirated,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3000,3000,6,Large Cars,6/16/2014,572,368,480
Porsche,Panamera S,6,Auto(AM-S7),17,27,21,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),R,"2-Wheel Drive, Rear",GP,Gasoline (Premium Unleaded Recommended),2700,2700,6,Large Cars,6/16/2014,508,333,429
Porsche,Panamera Turbo,8,Auto(AM-S7),15,24,18,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,6/9/2014,577,368,483
Porsche,Panamera Turbo Executive,8,Auto(AM-S7),15,24,18,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,6/9/2014,583,372,488
Porsche,Panamera Turbo S,8,Auto(AM-S7),15,24,18,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,6/9/2014,577,368,483
Porsche,Panamera Turbo S Executive,8,Auto(AM-S7),15,24,18,TC,Turbocharged,Automated Manual- Selectable (e.g. Automated Manual with paddles),A,All Wheel Drive,GP,Gasoline (Premium Unleaded Recommended),3150,3150,6,Large Cars,6/9/2014,583,372,488
